"ID","DESCRIZIONE","DATAINIZIOVALIDITA","DATAFINEVALIDITA","ORDINAMENTO"
"1","acquistata","2000-01-01 00:00:00.0","9999-12-31 00:00:00.0","1"
"4","riacquistata","2000-01-01 00:00:00.0","9999-12-31 00:00:00.0","4"
"2","perduta","2000-01-01 00:00:00.0","9999-12-31 00:00:00.0","2"
"3","rinunciata","2000-01-01 00:00:00.0","9999-12-31 00:00:00.0","3"
